time,X_value,Y_value,Z_value
Started:,Apr 15 2020,11:35:07:635, 
0.0045,-0.06590,0.34912,-0.03648
0.0054,-0.08508,0.37203,-0.03755
0.0054,-0.10159,0.40132,-0.03808
0.0054,-0.11863,0.44233,-0.02743
0.0068,-0.11970,0.47483,-0.03009
0.0088,-0.11703,0.50891,-0.02263
0.0112,-0.12289,0.54567,-0.02796
0.0168,-0.12609,0.57496,-0.03009
0.0232,-0.13088,0.59360,-0.02263
0.0250,-0.13461,0.59893,-0.01997
0.0250,-0.15219,0.57656,-0.01305
0.0265,-0.15538,0.55738,0.00240
0.0289,-0.15698,0.51957,0.01998
0.0303,-0.13461,0.48122,0.04341
0.0319,-0.12289,0.44393,0.06312
0.0337,-0.11757,0.41730,0.07644
0.0425,-0.11970,0.40079,0.07430
0.0439,-0.12449,0.39653,0.07164
0.0439,-0.12076,0.39440,0.06525
0.0456,-0.12662,0.38747,0.05833
0.0468,-0.12556,0.39227,0.06738
0.0484,-0.11916,0.38588,0.06312
0.0509,-0.11064,0.38588,0.06738
0.0540,-0.11171,0.38534,0.07058
0.0618,-0.12023,0.39173,0.06951
0.0635,-0.11863,0.39600,0.06525
0.0635,-0.13248,0.41730,0.06365
0.0683,-0.13940,0.43062,0.06099
0.0683,-0.14313,0.45405,0.05353
0.0685,-0.15592,0.49080,0.04980
0.0711,-0.17083,0.53501,0.04927
0.0738,-0.17509,0.57869,0.03862
0.0835,-0.18947,0.62609,0.02797
0.0835,-0.19586,0.68308,0.02317
0.0835,-0.20811,0.74966,0.01305
0.0848,-0.21823,0.81305,-0.00346
0.0864,-0.24114,0.88176,-0.01571
0.0885,-0.25605,0.96485,-0.03169
0.0909,-0.27682,1.05060,-0.04074
0.0934,-0.30399,1.13795,-0.05193
0.1019,-0.32955,1.22317,-0.07110
0.1045,-0.35033,1.31692,-0.07803
0.1045,-0.37749,1.41226,-0.09560
0.1052,-0.40199,1.50121,-0.10253
0.1068,-0.43075,1.58430,-0.11638
0.1085,-0.45632,1.67112,-0.12596
0.1121,-0.49147,1.75314,-0.13342
0.1137,-0.50852,1.83623,-0.13875
0.1216,-0.53355,1.90441,-0.13768
0.1232,-0.54900,1.97472,-0.14088
0.1255,-0.56391,2.04023,-0.14088
0.1255,-0.57936,2.10415,-0.14194
0.1265,-0.62090,2.17179,-0.14567
0.1282,-0.66245,2.27672,-0.14514
0.1304,-0.72850,2.41840,-0.15100
0.1332,-0.76631,2.45355,-0.16538
0.1414,-0.78495,2.50895,-0.17870
0.1431,-0.80360,2.56115,-0.17443
0.1449,-0.81691,2.59736,-0.18935
0.1449,-0.82224,2.62506,-0.19095
0.1464,-0.83502,2.63571,-0.20053
0.1483,-0.82543,2.64583,-0.20639
0.1501,-0.84727,2.67353,-0.21278
0.1529,-0.87231,2.71667,-0.22131
0.1631,-0.91279,2.75875,-0.23302
0.1646,-0.95060,2.82320,-0.24474
0.1661,-0.98203,2.86528,-0.26445
0.1661,-1.00387,2.87540,-0.27617
0.1679,-1.00919,2.91162,-0.26765
0.1698,-1.01771,2.94677,-0.26498
0.1716,-1.03742,3.00589,-0.25167
0.1746,-1.06033,3.05650,-0.24581
0.1835,-1.08855,3.09644,-0.21918
0.1849,-1.12531,3.04584,-0.22823
0.1849,-1.14342,3.07247,-0.24102
0.1880,-1.14821,3.15397,-0.24794
0.1880,-1.16525,3.20297,-0.25007
0.1900,-1.17697,3.22960,-0.24900
0.1914,-1.19987,3.27647,-0.23036
0.1935,-1.21692,3.35797,-0.18775
0.2038,-1.25101,3.38460,-0.17497
0.2038,-1.27551,3.44265,-0.14567
0.2038,-1.28669,3.56143,-0.06525
0.2048,-1.32771,3.61310,-0.00666
0.2065,-1.38683,3.63227,0.03063
0.2085,-1.43636,3.63973,0.05619
0.2102,-1.47365,3.69406,0.08336
0.2135,-1.51679,3.73241,0.10200
0.2218,-1.55727,3.78833,0.11425
0.2236,-1.60095,3.84532,0.12117
0.2236,-1.64249,3.87302,0.11372
0.2251,-1.67125,3.89379,0.10733
0.2280,-1.69203,3.93108,0.11638
0.2292,-1.72292,3.94546,0.11904
0.2305,-1.73304,3.94652,0.11904
0.2332,-1.73570,3.96517,0.13609
0.2414,-1.73730,3.95345,0.14408
0.2425,-1.71759,3.98221,0.14834
0.2442,-1.68990,4.01683,0.14195
0.2442,-1.64249,4.05891,0.15686
0.2464,-1.58657,4.04240,0.14887
0.2479,-1.55940,4.05358,0.14248
0.2500,-1.52904,4.05145,0.16858
0.2526,-1.49602,4.07968,0.23782
0.2615,-1.49549,4.12123,0.32730
0.2629,-1.50134,4.15958,0.40613
0.2644,-1.50614,4.21337,0.48656
0.2644,-1.53543,4.26930,0.53450
0.2663,-1.57059,4.32256,0.57604
0.2674,-1.59349,4.38168,0.60214
0.2700,-1.63237,4.44294,0.61013
0.2725,-1.65581,4.49087,0.62078
0.2813,-1.67765,4.56438,0.61972
0.2828,-1.70694,4.61817,0.60108
0.2842,-1.72079,4.63202,0.58350
0.2842,-1.72931,4.63628,0.55580
0.2863,-1.74209,4.63309,0.52384
0.2889,-1.75594,4.62297,0.49082
0.2904,-1.75221,4.61658,0.47431
0.2934,-1.75541,4.59740,0.45514
0.3016,-1.77032,4.57183,0.43170
0.3034,-1.78204,4.55372,0.40560
0.3034,-1.80388,4.52709,0.38589
0.3049,-1.82359,4.49141,0.36991
0.3063,-1.85608,4.43974,0.34701
0.3083,-1.87845,4.39021,0.32038
0.3104,-1.90615,4.33268,0.28736
0.3145,-1.92905,4.26610,0.25380
0.3220,-1.93864,4.19420,0.22184
0.3238,-1.94822,4.12389,0.18349
0.3238,-1.95621,4.03334,0.15047
0.3249,-1.95248,3.94652,0.12224
0.3262,-1.95089,3.84532,0.09241
0.3278,-1.94769,3.74306,0.05673
0.3296,-1.93970,3.63280,0.02956
0.3322,-1.93118,3.51669,0.00826
0.3407,-1.91840,3.40324,0.00133
