time,X_value,Y_value,Z_value
Started:,Apr 15 2020,11:35:07:635, 
0.0044,-0.43174,0.20752,0.22468
0.0044,0.82102,0.39508,0.02183
0.0044,0.60681,0.05488,-0.16867
0.0044,0.53713,0.14929,-0.17609
0.0221,0.71696,0.14265,-0.57034
0.0222,0.20337,0.04383,-0.77674
0.0222,-0.08864,-0.00926,-0.49697
0.0222,-0.00919,-0.21877,-0.00844
0.0411,0.25132,-0.15616,0.04888
0.0411,-0.08971,-0.05651,0.07911
0.0411,-0.38116,0.04391,0.55763
0.0411,-0.86371,0.55129,0.93153
0.0612,-0.48037,0.67771,0.81632
0.0612,0.08590,0.53619,0.48423
0.0612,0.09162,0.43118,0.50191
0.0612,-0.06363,0.41354,0.51744
0.0811,-0.06391,0.41223,0.37900
0.0811,0.07892,0.37305,0.20082
0.0811,0.24042,0.21773,-0.06232
0.0811,0.37583,0.12939,-0.16947
0.1007,0.54906,0.03589,-0.25923
0.1007,0.79689,-0.11837,-0.21196
0.1007,1.03006,-0.11766,-0.45328
0.1007,1.12698,-0.09208,-0.67464
0.1203,1.08141,-0.09158,-0.82382
0.1203,1.13208,-0.05983,-0.88299
0.1203,0.95943,-0.03094,-1.01279
0.1203,1.02293,-0.04825,-1.08989
0.1402,0.91190,-0.07975,-1.06320
0.1402,0.86590,-0.02690,-0.84361
0.1402,0.91776,0.04726,-0.76969
0.1402,1.13939,0.33306,-1.35836
0.1602,1.43363,0.49366,-1.59085
0.1602,1.32034,0.35979,-0.87140
0.1602,1.26159,0.15149,-0.50491
0.1602,1.10715,0.19338,-0.13142
0.1824,1.17931,0.58706,-0.59668
0.1824,1.44169,0.94571,-1.05294
0.1825,1.10708,0.74551,-0.57341
0.1825,0.72850,0.52144,-0.30098
0.2037,0.74418,0.79720,-0.63576
0.2037,0.81906,0.70127,-0.62245
0.2038,0.83483,0.37269,-0.44795
0.2038,0.77184,0.51883,-0.38283
0.2202,0.24008,1.00475,-0.65800
0.2202,-0.35533,1.58741,-0.86525
0.2202,-0.43919,1.60283,-1.32340
0.2202,0.00651,1.22244,-1.13583
0.2401,0.33313,1.07820,-1.23881
0.2401,0.74971,0.90263,-1.16774
0.2401,0.63844,0.74075,-0.85712
0.2401,0.29452,0.65568,-0.74381
0.2598,-0.18032,0.66901,-0.28707
0.2598,-0.42844,0.40051,-0.13783
0.2598,-0.72451,0.23656,0.43033
0.2598,-0.83433,0.26074,0.65993
0.2802,-1.49498,1.45595,0.40294
