time,X_value,Y_value,Z_value
Started:,May 14 2020,14:05:08:083, 
0.0090,-0.63341,-0.02399,0.01367
0.0091,-0.83656,-0.20860,0.19505
0.0091,-0.66334,0.10548,0.19776
0.0091,-0.35076,0.01002,-0.06106
0.0288,-0.44502,0.04070,-0.08237
0.0288,-0.25415,-0.23448,-0.10274
0.0288,-0.14591,-0.47722,-0.09887
0.0288,-0.41817,-0.31540,0.08065
0.0486,-0.14795,-0.21829,0.02269
0.0486,0.17037,-0.26146,-0.06884
0.0486,0.23606,-0.15861,-0.19946
0.0486,0.03286,-0.07293,-0.26995
0.0682,-0.05513,0.03651,-0.26824
0.0682,-0.11125,0.13147,-0.15405
0.0682,0.05279,0.21465,-0.10506
0.0682,0.02428,0.18146,-0.01638
0.0884,-0.19028,0.31933,-0.08098
0.0885,-0.31827,0.22720,0.03615
0.0885,-0.27942,0.06949,0.08770
0.0885,-0.37469,-0.01094,0.08001
0.1081,-0.45012,-0.01307,-0.00378
0.1081,-0.43565,0.01018,-0.23941
0.1081,-0.51675,-0.02484,-0.32848
0.1081,-0.48410,-0.04205,-0.29271
0.1284,-0.47321,-0.19093,-0.28518
0.1284,-0.30298,-0.23798,-0.21991
0.1284,-0.21201,-0.25878,-0.26803
0.1284,0.04431,-0.30717,-0.34938
0.1478,0.54257,-0.31544,-0.46122
0.1478,0.65449,-0.43198,-0.54507
0.1478,0.70471,-0.18934,-0.58815
0.1478,0.75849,-0.01441,-0.59793
0.1677,0.84308,-0.07755,-0.51143
0.1677,0.89841,-0.15736,-0.46232
0.1677,0.73596,-0.04212,-0.33220
0.1677,0.60160,0.11498,-0.26178
0.1877,0.45015,0.09534,-0.15506
0.1878,0.09843,0.16610,0.00020
0.1878,-0.07422,0.23927,0.08792
0.1878,-0.27197,0.14507,0.06639
0.2078,-0.26812,0.03823,-0.17088
0.2078,-0.38814,0.11693,-0.28056
0.2078,-0.33743,0.04620,-0.49845
0.2078,-0.29993,-0.12570,-0.50911
0.2278,-0.14275,-0.03458,-0.56298
0.2278,-0.03153,-0.08653,-0.52546
0.2278,0.03026,-0.12172,-0.60340
0.2278,0.14420,-0.19718,-0.67415
0.2479,0.38117,-0.32427,-0.61364
0.2479,0.52654,-0.21253,-0.51891
0.2479,0.62811,-0.09916,-0.57254
0.2479,0.64821,0.03828,-0.50944
0.2675,0.56906,0.13001,-0.31619
0.2675,0.43981,0.05468,-0.16514
0.2675,0.37294,-0.01660,-0.04321
0.2675,0.31999,0.02683,-0.02460
0.2872,0.24591,0.01202,0.02368
0.2872,0.16712,-0.00279,-0.04988
0.2872,0.11513,-0.10232,-0.19535
0.2872,0.07902,-0.11121,-0.39350
0.3075,0.10045,-0.19412,-0.51551
0.3075,0.17877,-0.24388,-0.51277
0.3075,0.24518,-0.10970,-0.65555
0.3075,0.31213,0.12859,-0.72079
0.3275,0.40201,0.15407,-0.73348
0.3275,0.59668,0.11199,-0.69208
0.3275,0.21775,0.58179,-0.55264
0.3275,-0.06589,0.78154,-0.30510
0.3475,-0.22316,0.73110,0.02291
0.3475,-0.37134,0.60099,0.14455
0.3475,-0.57333,0.47804,0.26477
0.3475,-0.69945,0.31775,0.32673
0.3670,-0.90425,0.19504,0.34861
0.3670,-1.09691,0.20176,0.40010
0.3670,-1.25426,0.17628,0.44144
0.3670,-1.17094,0.25836,0.34695
0.3874,-1.08104,0.50446,0.43654
0.3874,-1.13590,0.39790,0.61585
0.3874,-1.20274,0.06182,0.65177
0.3874,-1.40401,-0.14878,0.76769
0.4068,-1.35031,-0.28329,0.53253
0.4068,-1.20209,-0.41460,0.29659
0.4068,-0.87413,-0.61139,0.23109
0.4068,-0.62486,-0.72704,0.14039
0.4265,-0.41438,-0.73703,0.06942
0.4268,-0.14883,-0.62762,-0.03313
0.4268,0.13973,-0.60057,-0.01958
0.4268,0.20881,-0.62845,-0.00155
0.4466,0.22269,-0.67738,0.05533
0.4466,0.24911,-0.60078,0.08720
0.4466,0.10029,-0.54857,0.01090
0.4466,0.08833,-0.52893,0.05370
0.4665,0.07710,-0.56343,0.14256
0.4665,0.03728,-0.41439,0.09373
0.4665,-0.00988,-0.29114,-0.05771
0.4665,0.06631,-0.08147,-0.29368
0.4865,0.24486,0.18109,-0.59653
0.4865,0.46314,0.38886,-0.87145
0.4865,0.72457,0.35003,-0.84151
0.4865,0.79859,0.30478,-0.86193
0.5067,0.68994,0.28987,-0.80203
0.5067,0.59424,0.35577,-0.71294
0.5068,0.51981,0.32079,-0.63034
0.5068,0.26415,0.35643,-0.63619
0.5264,-0.00952,0.33085,-0.64057
0.5264,-0.05453,0.32062,-0.50667
0.5264,-0.19723,0.25896,-0.44261
0.5264,-0.24410,0.16938,-0.40959
0.5459,-0.31008,0.12099,-0.21919
0.5459,-0.18837,0.08823,-0.23425
0.5459,-0.16283,0.04572,-0.09812
0.5459,-0.03061,-0.02758,0.01753
0.5694,0.12167,-0.11817,0.03924
0.5694,0.26420,-0.21667,0.12847
0.5694,0.19352,-0.38169,0.16568
0.5694,-0.04681,-0.24389,0.07471
0.5864,-0.15966,-0.10093,-0.20529
0.5864,-0.08262,-0.31464,-0.04049
0.5864,-0.39996,-0.34406,0.17350
0.5864,-0.55641,-0.22045,0.23347
0.6063,-0.59572,-0.18136,0.20943
0.6063,-0.48622,-0.14817,0.18762
0.6063,-0.45189,-0.04990,0.12226
0.6063,-0.13294,0.00847,-0.02869
0.6261,0.09213,0.05541,-0.11219
0.6261,0.32513,0.15980,-0.18993
0.6261,0.34451,0.17070,-0.19587
0.6261,0.06822,0.21446,-0.33271
0.6458,-0.32412,0.25793,-0.38720
0.6458,-0.66712,0.41510,-0.63966
0.6458,-0.59748,0.36888,-0.73989
0.6458,-0.74837,0.28033,-0.62678
0.6655,-0.92152,0.22230,-0.59555
0.6655,-0.87573,0.23734,-0.58490
0.6655,-0.70235,0.23525,-0.40191
0.6655,-0.59123,0.06786,-0.15432
0.6854,-0.43922,-0.03401,0.06973
0.6854,-0.21040,-0.08474,0.23139
0.6855,0.05914,-0.18965,0.32816
0.6855,0.05839,-0.31036,0.45939
0.7063,-0.00088,-0.32692,0.39685
0.7063,0.08208,-0.34156,0.24442
0.7063,0.12660,-0.26508,0.06228
0.7063,-0.09399,-0.11663,-0.13344
0.7252,-0.15117,-0.01377,-0.21271
0.7252,-0.27000,0.15365,-0.37762
0.7252,-0.26870,0.20886,-0.42158
0.7252,-0.34571,0.28981,-0.49444
0.7454,-0.50745,0.45601,-0.60990
0.7454,-0.68307,0.54420,-0.62448
0.7454,-0.90635,0.74921,-0.68537
0.7454,-1.08840,2.09519,-1.28670
0.7658,0.05505,1.13395,-1.07366
0.7658,0.74617,0.58851,-0.65720
0.7658,0.68250,0.29757,-0.27307
0.7658,0.55734,0.09979,-0.14399
0.7850,0.53869,-0.11593,-0.07390
0.7850,0.49532,-0.19105,-0.05400
