time,X_value,Y_value,Z_value
Started:,Apr 14 2020,11:26:13:768, 
0.0051,-0.12236,0.34296,-0.01603
0.0102,-0.12982,0.38291,-0.01443
0.0124,-0.13355,0.41327,-0.01603
0.0124,-0.13621,0.45428,-0.01230
0.0140,-0.13621,0.47559,-0.01124
0.0149,-0.13408,0.51074,-0.01710
0.0166,-0.13675,0.54696,-0.01923
0.0228,-0.13515,0.57413,-0.01443
0.0249,-0.14687,0.60928,-0.01390
0.0250,-0.15059,0.64923,-0.02189
0.0335,-0.16497,0.68545,-0.02082
0.0365,-0.17350,0.71527,-0.02029
0.0365,-0.17083,0.75362,-0.02349
0.0378,-0.18894,0.76854,-0.02242
0.0399,-0.18521,0.78238,-0.01923
0.0418,-0.19427,0.80689,-0.01656
0.0431,-0.21291,0.81647,-0.02668
0.0562,-0.22037,0.83405,-0.03148
0.0578,-0.23528,0.85589,-0.03574
0.0578,-0.24167,0.88358,-0.02935
0.0593,-0.24487,0.90489,-0.03041
0.0593,-0.24008,0.92726,-0.02988
0.0593,-0.23688,0.95016,-0.03627
0.0609,-0.24061,0.96774,-0.04479
0.0625,-0.24807,0.99863,-0.04266
0.0706,-0.24860,1.01781,-0.03840
0.0716,-0.24380,1.03059,-0.04266
0.0716,-0.25020,1.03485,-0.04586
0.0731,-0.24700,1.04231,-0.04426
0.0743,-0.24807,1.04178,-0.05438
0.0768,-0.25126,1.03858,-0.06557
0.0838,-0.24593,1.03805,-0.06716
0.0855,-0.26085,1.03965,-0.07622
0.0921,-0.26671,1.03965,-0.07089
0.0941,-0.26937,1.04657,-0.06450
0.0941,-0.26618,1.05722,-0.06237
0.0941,-0.26831,1.06468,-0.06184
0.0958,-0.27416,1.08652,-0.04959
0.0982,-0.26351,1.10196,-0.04746
0.0999,-0.25286,1.12860,-0.03680
0.1019,-0.24860,1.15416,-0.03467
0.1135,-0.23422,1.18612,-0.02722
0.1147,-0.22090,1.21754,-0.01656
0.1147,-0.19747,1.26388,-0.02295
0.1167,-0.13195,1.40503,-0.00911
0.1167,-0.09786,1.46043,0.02072
0.1178,-0.12236,1.45723,0.01806
0.1192,-0.16178,1.46043,-0.00005
0.1211,-0.19427,1.48067,-0.00804
0.1297,-0.22356,1.50623,-0.00857
0.1318,-0.25020,1.52487,-0.01550
0.1318,-0.27843,1.55151,-0.03094
0.1319,-0.30719,1.58346,-0.05012
0.1333,-0.33702,1.61915,-0.06024
0.1402,-0.35246,1.66442,-0.07462
0.1444,-0.38282,1.69478,-0.08367
