time,X_value,Y_value,Z_value
Started:,Apr 29 2020,12:06:39:388, 
0.0198,-0.18878,0.26640,-0.05675
0.0198,-0.06694,0.28282,-0.43107
0.0198,-0.24406,0.32181,-0.34777
0.0198,0.56796,0.17552,-0.12055
0.0397,0.43485,0.39984,0.13553
0.0397,-0.62697,0.32966,0.62413
0.0397,-1.34566,0.32786,0.72073
0.0397,-1.00699,0.19757,0.96393
0.0592,-0.50560,0.07004,0.80000
0.0592,-0.51090,0.15403,0.47259
0.0592,-0.38235,0.08288,0.15488
0.0592,-0.41787,0.04989,-0.15232
0.0801,-0.37191,0.05625,-0.18818
0.0801,-0.28865,0.00521,-0.22569
0.0801,-0.22362,0.11057,-0.34023
0.0801,-0.20723,0.12175,-0.38172
0.0994,-0.00028,0.12780,-0.41226
0.0995,0.11163,0.08321,-0.54997
0.0995,0.20384,0.09806,-0.57391
0.0995,0.37014,0.04422,-0.76394
0.1191,0.41587,0.00737,-0.89546
0.1191,0.48699,-0.00090,-0.96905
0.1191,0.62425,0.20905,-0.70087
0.1191,0.72196,0.15352,-0.38044
0.1408,0.22123,0.08940,-0.23205
0.1408,-0.27016,0.45746,0.05436
0.1408,-0.19143,0.37314,0.15994
0.1408,-0.18689,0.21061,0.25374
0.1589,-0.50856,0.43471,0.30812
0.1589,-0.55428,0.42958,0.27909
0.1589,-0.34274,0.16827,0.30442
0.1589,-0.38674,0.12558,0.29391
0.1785,-0.34802,0.22166,0.17609
0.1785,-0.35847,0.25050,0.14154
0.1785,-0.39364,0.23085,0.12491
0.1785,-0.32115,0.29309,0.06491
0.1987,-0.24548,0.18664,-0.00461
0.1987,-0.21919,0.26495,-0.06824
0.1988,-0.16299,0.21397,-0.18960
0.1988,-0.12389,0.16966,-0.20766
0.2185,-0.00871,0.10815,-0.30811
0.2185,0.11319,0.08364,-0.33013
0.2185,0.16630,-0.04915,-0.35718
0.2185,0.18617,0.01886,-0.27865
0.2383,0.06505,0.16492,-0.15577
0.2383,-0.01630,0.28847,-0.00645
