time,X_value,Y_value,Z_value
Started:,Apr 14 2020,14:43:04:504, 
0.0069,0.53354,-0.04905,-0.05936
0.0069,0.51293,-0.17357,0.20640
0.0069,0.46292,-0.24593,0.42869
0.0106,0.33128,-0.21094,0.35399
0.0273,-0.00994,-0.22404,0.18743
0.0273,-0.27570,-0.29217,0.15961
0.0273,-0.67166,-0.33174,0.19693
0.0305,-0.47208,-0.43148,0.24725
0.0469,-0.44865,-0.33624,0.21291
0.0469,-0.29523,-0.27641,0.23364
0.0469,-0.14605,-0.22525,0.33167
0.0505,-0.06560,-0.14325,0.27546
0.0677,0.05399,-0.09411,0.12227
0.0677,0.32613,-0.00982,0.00422
0.0677,0.40991,-0.08935,-0.05383
0.0701,0.66914,-0.07824,0.06914
0.0883,0.84082,-0.24962,0.13881
0.0883,0.87462,-0.38612,0.10085
0.0883,0.80456,-0.41203,0.06995
0.0916,0.82638,-0.51692,-0.08355
0.1065,0.97745,-0.59907,-0.17245
0.1065,1.15016,-0.69197,-0.31198
0.1065,1.38449,-0.73182,-0.50596
0.1112,1.54454,-0.82304,-0.70170
0.1267,1.69472,-0.86242,-0.85051
0.1267,1.85982,-0.93624,-0.91815
0.1267,2.04682,-0.99916,-0.97059
0.1307,2.15898,-1.03074,-0.93282
0.1470,2.17852,-0.94714,-0.89983
0.1470,2.15596,-0.89990,-0.80461
0.1470,2.17079,-0.83140,-0.77606
0.1533,2.34457,-0.81879,-0.69181
0.1660,2.39728,-0.72474,-0.68466
0.1660,2.32598,-0.77063,-0.68561
0.1660,2.26022,-0.68632,-0.55388
0.1696,2.41000,-0.74223,-0.31465
0.1859,2.16845,-0.73589,-0.37978
0.1859,2.04624,-0.62624,-0.28313
0.1859,2.08318,-0.61886,-0.22519
0.1907,2.09197,-0.49415,-0.19422
0.2057,2.19390,-0.49997,-0.24627
0.2057,2.18438,-0.50638,-0.46568
0.2057,1.13423,0.20597,-0.66918
0.2108,-0.24877,2.14973,-1.70973
0.2266,0.53880,1.27336,-2.08540
0.2266,1.56325,0.47762,-1.36105
0.2266,1.55397,-0.07941,-0.84976
0.2298,1.51417,-0.81141,-0.43924
0.2455,1.70354,-1.14858,-0.15767
0.2456,1.90672,-1.83951,-0.30093
0.2456,1.62008,-1.66733,0.02753
0.2488,1.34512,-0.87755,0.25550
