time,X_value,Y_value,Z_value
Started:,Apr 14 2020,13:53:52:326, 
0.0109,-0.16791,0.32841,0.07222
0.0130,-0.17643,0.32841,0.07541
0.0139,-0.18389,0.34066,0.07861
0.0139,-0.17803,0.33427,0.06423
0.0158,-0.17323,0.31669,0.06050
0.0166,-0.16684,0.29964,0.05890
0.0178,-0.15672,0.28686,0.05144
0.0197,-0.14234,0.28260,0.04452
0.0289,-0.13382,0.28313,0.03120
0.0318,-0.12956,0.28899,0.02428
0.0341,-0.12423,0.29006,0.01256
0.0341,-0.11677,0.27514,0.01842
0.0341,-0.10399,0.26076,0.01842
0.0355,-0.09760,0.27727,0.02588
0.0369,-0.09121,0.28846,0.02481
0.0395,-0.08641,0.30604,0.02321
0.0485,-0.08535,0.32574,0.02481
0.0513,-0.08322,0.36516,0.01842
0.0532,-0.07203,0.39978,0.02108
0.0532,-0.08322,0.43600,0.02428
0.0546,-0.07257,0.45358,0.03280
0.0617,-0.07523,0.45624,0.04612
0.0617,-0.08854,0.43493,0.05411
0.0617,-0.09760,0.40404,0.07595
0.0684,-0.10612,0.37315,0.07541
0.0708,-0.11411,0.33107,0.09192
0.0727,-0.11198,0.30497,0.10258
0.0727,-0.10346,0.27621,0.10737
0.0743,-0.10293,0.25437,0.12601
0.0769,-0.08748,0.22614,0.14945
0.0784,-0.08002,0.20271,0.15531
0.0812,-0.06830,0.17820,0.16276
0.0898,-0.05392,0.16063,0.16223
0.0926,-0.05286,0.14784,0.16809
0.0926,-0.05552,0.13453,0.17342
0.0938,-0.04753,0.12547,0.17235
0.0953,-0.05286,0.10790,0.17342
0.0969,-0.05712,0.09139,0.17342
0.0987,-0.05765,0.07434,0.17821
0.0999,-0.05446,0.05676,0.18194
0.1074,-0.05872,0.03173,0.18141
0.1109,-0.05499,0.02268,0.18194
0.1109,-0.06085,0.01149,0.18567
0.1144,-0.05818,-0.00129,0.17608
0.1160,-0.06298,-0.00502,0.17288
0.1177,-0.06511,0.00031,0.16862
0.1177,-0.06511,-0.00183,0.16383
0.1200,-0.06884,0.00403,0.16170
0.1268,-0.06937,0.01043,0.15211
0.1302,-0.05872,0.02268,0.15051
0.1335,-0.06138,0.04505,0.13667
0.1347,-0.05392,0.06901,0.12708
0.1359,-0.06191,0.09085,0.12761
0.1359,-0.06191,0.11056,0.12708
0.1377,-0.05552,0.13293,0.13081
0.1393,-0.05552,0.16382,0.12814
0.1472,-0.06351,0.18726,0.12282
0.1502,-0.06724,0.21815,0.12548
0.1527,-0.06937,0.25650,0.12495
0.1527,-0.07576,0.30284,0.12974
0.1549,-0.06617,0.35717,0.12388
0.1569,-0.05765,0.41043,0.12761
0.1582,-0.06298,0.45890,0.12761
0.1601,-0.06458,0.51216,0.12761
0.1674,-0.07310,0.55744,0.12601
0.1697,-0.07523,0.59845,0.12921
0.1731,-0.08322,0.63680,0.12974
0.1731,-0.09653,0.66716,0.13986
0.1739,-0.10452,0.68420,0.13560
0.1778,-0.11464,0.69379,0.13081
0.1778,-0.12104,0.68048,0.13134
0.1792,-0.11997,0.67036,0.13667
0.1868,-0.11784,0.65012,0.14519
0.1898,-0.11944,0.61869,0.15371
0.1922,-0.11784,0.59099,0.17182
0.1937,-0.11677,0.56490,0.18940
0.1937,-0.11624,0.53826,0.20484
0.1966,-0.11837,0.51483,0.22082
0.1979,-0.11358,0.48873,0.24213
0.1994,-0.10559,0.47382,0.25651
0.2018,-0.10293,0.46529,0.28048
0.2037,-0.09707,0.45358,0.30125
0.2064,-0.09494,0.44452,0.31297
0.2096,-0.09014,0.44612,0.32735
0.2113,-0.09707,0.44931,0.34120
0.2135,-0.09973,0.45997,0.34546
0.2159,-0.10346,0.47488,0.36463
0.2185,-0.10825,0.49406,0.37742
0.2270,-0.10665,0.52228,0.38487
0.2289,-0.11305,0.54679,0.39233
0.2289,-0.12157,0.57395,0.40618
0.2312,-0.12263,0.62508,0.41843
0.2322,-0.12476,0.66823,0.42375
0.2345,-0.12530,0.71297,0.43441
0.2365,-0.12476,0.76889,0.43068
0.2402,-0.13755,0.83174,0.42269
0.2474,-0.14394,0.89406,0.42855
0.2491,-0.14873,0.95904,0.42056
0.2491,-0.15459,1.02456,0.41630
0.2506,-0.16897,1.08315,0.40245
0.2516,-0.18708,1.11990,0.38221
0.2533,-0.20359,1.14813,0.36623
0.2558,-0.22809,1.15292,0.34226
0.2585,-0.23129,1.16997,0.32202
0.2673,-0.24194,1.16783,0.29752
0.2688,-0.23555,1.17210,0.26716
0.2688,-0.22969,1.16677,0.24053
0.2700,-0.20146,1.15665,0.22775
0.2714,-0.17803,1.11937,0.21443
0.2731,-0.15512,1.05918,0.21336
0.2774,-0.13222,0.99153,0.22135
0.2799,-0.12104,0.89459,0.23467
0.2876,-0.11092,0.80405,0.25970
0.2896,-0.10133,0.71510,0.28634
0.2896,-0.09494,0.61336,0.31456
0.2914,-0.09813,0.51749,0.35025
0.2927,-0.08322,0.42215,0.38647
0.2944,-0.07523,0.32947,0.42216
0.2954,-0.06671,0.24052,0.45838
0.2995,-0.05020,0.14891,0.48341
0.3074,-0.03794,0.07381,0.51324
0.3134,-0.02569,0.00350,0.54306
0.3134,-0.00279,-0.05669,0.57662
0.3134,0.00733,-0.10942,0.58727
0.3134,0.01851,-0.15522,0.60432
0.3142,0.01851,-0.20103,0.61177
0.3175,0.01266,-0.24204,0.60378
0.3187,0.00786,-0.28092,0.58994
0.3274,0.00786,-0.30170,0.58461
0.3292,0.00413,-0.32833,0.56330
0.3292,-0.00492,-0.34271,0.55318
0.3309,-0.01291,-0.35017,0.53561
0.3323,-0.01398,-0.34271,0.51750
0.3333,-0.01344,-0.32993,0.49193
0.3355,-0.01717,-0.30756,0.46423
0.3383,-0.02569,-0.27560,0.43600
0.3479,-0.03155,-0.24843,0.40778
0.3479,-0.04966,-0.21062,0.37635
0.3480,-0.06511,-0.16801,0.36037
0.3494,-0.08908,-0.12007,0.35345
0.3506,-0.11411,-0.08279,0.33853
0.3527,-0.13595,-0.04018,0.33108
0.3554,-0.15938,0.01256,0.33054
0.3591,-0.17909,0.07328,0.33534
0.3668,-0.19933,0.13027,0.33907
0.3683,-0.21584,0.20750,0.34439
0.3683,-0.23076,0.31136,0.35931
0.3699,-0.22756,0.47541,0.38008
0.3714,-0.24993,0.56490,0.38487
0.3745,-0.29574,0.62615,0.38008
0.3761,-0.32077,0.70604,0.35824
0.3779,-0.33462,0.80937,0.34333
0.3867,-0.33036,0.90631,0.30871
0.3893,-0.31545,1.03148,0.27515
0.3893,-0.26751,1.19606,0.24106
0.3905,-0.24780,1.29141,0.20271
0.3917,-0.24194,1.37769,0.16010
0.3929,-0.25526,1.45652,0.13453
0.3952,-0.27017,1.53109,0.13933
0.3976,-0.28455,1.59660,0.16276
0.4065,-0.29201,1.64933,0.17981
0.4085,-0.29254,1.71911,0.20591
0.4085,-0.27443,1.83522,0.29592
0.4100,-0.29148,1.93216,0.39446
0.4121,-0.29467,2.03443,0.46903
0.4133,-0.29947,2.13509,0.50312
0.4167,-0.30160,2.23416,0.50951
0.4185,-0.29627,2.34708,0.49459
0.4300,-0.27390,2.48024,0.47968
0.4300,-0.26378,2.62192,0.46264
0.4300,-0.26431,2.78065,0.45731
0.4307,-0.26059,2.95055,0.47276
