time,X_value,Y_value,Z_value
Started:,Apr 22 2020,11:55:25:221, 
0.0094,-0.01620,0.00147,-0.00417
0.0095,-0.02739,-0.01557,0.00595
0.0095,-0.04923,-0.01238,0.01074
0.0129,-0.04550,0.00626,0.02193
0.0130,-0.05136,0.02597,0.03524
0.0142,-0.04816,0.04621,0.04323
0.0163,-0.02632,0.06325,0.04536
0.0190,-0.01727,0.07817,0.05016
0.0276,-0.01673,0.08563,0.04376
0.0293,-0.01887,0.09947,0.03844
0.0293,-0.02313,0.10906,0.04004
0.0307,-0.01673,0.12291,0.04110
0.0335,-0.00182,0.11652,0.05974
0.0348,0.02215,0.11013,0.05974
0.0360,0.01789,0.10746,0.06400
0.0384,0.01576,0.10160,0.05548
0.0470,0.00883,0.09521,0.05175
0.0483,0.00990,0.08563,0.04909
0.0483,0.00404,0.07018,0.04217
0.0510,0.00777,0.05846,0.04163
0.0523,0.01149,0.04035,0.04376
0.0538,0.00936,0.01798,0.04004
0.0556,0.00883,0.00626,0.03471
0.0598,0.01043,-0.01664,0.03524
0.0671,0.00777,-0.02889,0.03737
0.0686,0.00297,-0.04061,0.03791
0.0686,0.00031,-0.06032,0.03418
0.0709,0.00031,-0.07629,0.02725
0.0722,0.00404,-0.09014,0.02992
0.0735,-0.00289,-0.10133,0.02512
0.0755,-0.00555,-0.11571,0.03151
0.0782,-0.01141,-0.11305,0.02725
0.0869,-0.00875,-0.10506,0.02459
0.0884,-0.01194,-0.10452,0.01980
0.0884,-0.01673,-0.09973,0.01394
0.0897,-0.01407,-0.09494,0.00541
0.0910,-0.01088,-0.08535,0.00435
0.0930,-0.01460,-0.07896,0.00062
0.0956,-0.01194,-0.06245,-0.01003
0.0983,-0.00981,-0.04434,-0.01323
0.1065,-0.01620,-0.01984,-0.02122
0.1081,-0.01940,0.00626,-0.02654
0.1081,-0.01993,0.03130,-0.03027
0.1096,-0.01993,0.05953,-0.03400
0.1109,-0.02526,0.09575,-0.03613
0.1127,-0.02685,0.12397,-0.04678
0.1152,-0.03271,0.15007,-0.05264
0.1181,-0.03218,0.17031,-0.05957
0.1280,-0.03005,0.19375,-0.05850
0.1280,-0.03112,0.21506,-0.06702
0.1281,-0.03165,0.22571,-0.06543
0.1293,-0.02952,0.23476,-0.06329
0.1305,-0.02472,0.24435,-0.05637
0.1326,-0.02952,0.24115,-0.04359
0.1352,-0.01833,0.23157,-0.03027
0.1378,-0.01620,0.22464,-0.03027
0.1465,-0.01673,0.22624,-0.01483
0.1479,-0.01567,0.22358,-0.00737
0.1479,-0.01407,0.22518,0.00328
0.1505,-0.01993,0.22251,0.00648
0.1518,-0.02046,0.21985,0.00648
0.1530,-0.01727,0.21719,0.01021
0.1550,-0.01514,0.20440,0.01394
0.1576,-0.00608,0.19801,0.02565
0.1662,-0.01247,0.19748,0.02619
0.1679,-0.01514,0.18629,0.03045
0.1679,-0.02366,0.18416,0.03205
0.1694,-0.03591,0.17298,0.03577
0.1733,-0.04443,0.17351,0.03364
0.1734,-0.05455,0.17404,0.03471
0.1788,-0.05242,0.17457,0.04270
0.1788,-0.06148,0.17777,0.05016
0.1867,-0.07053,0.17937,0.04589
0.1880,-0.06840,0.17511,0.04323
0.1880,-0.07479,0.17671,0.04217
0.1893,-0.07905,0.17990,0.05122
0.1906,-0.08491,0.19268,0.05548
0.1924,-0.09343,0.20387,0.04803
0.1948,-0.09343,0.21772,0.05016
0.1978,-0.09503,0.22784,0.04110
0.2064,-0.10302,0.25074,0.04057
0.2080,-0.10941,0.26406,0.04004
0.2080,-0.11580,0.27737,0.03258
0.2103,-0.11634,0.30986,0.02832
0.2116,-0.11740,0.33223,0.02725
0.2127,-0.11794,0.36313,0.02033
0.2149,-0.11421,0.39349,0.02512
0.2174,-0.11900,0.42172,0.02139
0.2260,-0.11314,0.45474,0.02406
0.2278,-0.10568,0.47178,0.02672
0.2278,-0.09716,0.49256,0.02832
0.2303,-0.09024,0.52025,0.03418
0.2306,-0.09716,0.54369,0.03737
0.2330,-0.10355,0.56499,0.03045
0.2347,-0.11261,0.59056,0.03471
0.2374,-0.10675,0.60867,0.03737
0.2461,-0.10835,0.63477,0.04536
0.2476,-0.10142,0.64915,0.05175
0.2476,-0.09929,0.67205,0.06560
0.2502,-0.09983,0.69815,0.07253
0.2515,-0.10355,0.71999,0.07519
0.2528,-0.09823,0.76846,0.08957
0.2546,-0.11474,0.81160,0.08851
0.2575,-0.12433,0.86167,0.09064
0.2660,-0.13391,0.92931,0.10129
0.2676,-0.14830,0.98737,0.10076
0.2676,-0.16481,1.04756,0.10502
0.2689,-0.17067,1.11680,0.10235
0.2704,-0.17280,1.16793,0.09703
0.2722,-0.19304,1.22386,0.09330
0.2745,-0.19676,1.26647,0.08797
0.2772,-0.20529,1.30535,0.08797
0.2862,-0.21754,1.32506,0.08691
0.2876,-0.23458,1.33678,0.08424
0.2876,-0.23991,1.32080,0.08052
0.2894,-0.24417,1.30535,0.08637
0.2907,-0.24896,1.29044,0.08957
0.2920,-0.24577,1.27766,0.10076
0.2944,-0.23192,1.27606,0.10182
0.2982,-0.23139,1.27659,0.11407
0.3059,-0.21594,1.29044,0.11088
0.3073,-0.20635,1.31334,0.10928
0.3073,-0.19304,1.33784,0.11567
0.3086,-0.17013,1.35595,0.11567
0.3126,-0.15948,1.39430,0.11354
0.3126,-0.15043,1.41188,0.11727
0.3145,-0.13498,1.43638,0.11460
0.3171,-0.12486,1.46940,0.11354
0.3259,-0.12592,1.49124,0.10715
0.3276,-0.12379,1.51894,0.09809
0.3276,-0.12539,1.55143,0.08904
0.3289,-0.12433,1.57646,0.07839
0.3310,-0.13764,1.60576,0.07040
0.3332,-0.14137,1.62014,0.07093
0.3346,-0.14830,1.64624,0.06773
0.3372,-0.16161,1.66275,0.06347
0.3458,-0.17493,1.67713,0.06241
0.3475,-0.18718,1.68885,0.05708
0.3475,-0.20475,1.69151,0.06507
0.3490,-0.20742,1.70163,0.06773
0.3501,-0.21061,1.70909,0.08265
0.3517,-0.21328,1.70909,0.09170
0.3540,-0.20209,1.70376,0.09490
0.3568,-0.19144,1.71069,0.09863
0.3654,-0.17706,1.72720,0.09703
0.3667,-0.16854,1.73359,0.08424
0.3667,-0.14510,1.74637,0.08371
0.3695,-0.13338,1.75223,0.08478
0.3710,-0.11953,1.76661,0.09490
0.3722,-0.11261,1.77034,0.09916
0.3742,-0.10835,1.76448,0.09330
0.3764,-0.10568,1.76075,0.09916
0.3851,-0.10302,1.75703,0.10768
0.3865,-0.10728,1.76022,0.10768
0.3882,-0.10462,1.76182,0.11034
0.3882,-0.10409,1.77673,0.11514
0.3895,-0.09556,1.78952,0.11514
0.3915,-0.10089,1.80283,0.12046
0.3941,-0.10355,1.81615,0.12153
0.3968,-0.10728,1.84012,0.11940
0.4052,-0.10568,1.85450,0.11993
0.4065,-0.10835,1.86941,0.11673
0.4065,-0.09823,1.88326,0.11034
0.4080,-0.09343,1.91202,0.09969
0.4094,-0.08971,1.94132,0.09863
0.4115,-0.08651,1.97061,0.08744
0.4138,-0.08758,2.00310,0.08851
0.4166,-0.08544,2.02228,0.08851
0.4254,-0.07319,2.05850,0.08691
0.4309,-0.07905,2.09684,0.08744
0.4309,-0.07586,2.14105,0.08584
0.4309,-0.06947,2.18579,0.07839
0.4310,-0.06574,2.21402,0.07572
0.4340,-0.06467,2.24971,0.07785
0.4365,-0.05828,2.28060,0.08105
0.4377,-0.05828,2.30564,0.08691
0.4462,-0.05881,2.33227,0.10076
0.4479,-0.05988,2.35624,0.10129
0.4479,-0.05775,2.38234,0.10395
0.4494,-0.05775,2.39246,0.10289
0.4509,-0.04390,2.40417,0.09863
0.4523,-0.05455,2.41270,0.09064
0.4539,-0.05029,2.41749,0.08052
0.4562,-0.04816,2.42228,0.07146
0.4648,-0.04869,2.42069,0.06187
0.4662,-0.04603,2.40311,0.04749
0.4662,-0.04656,2.38979,0.03897
0.4688,-0.03751,2.37435,0.03098
0.4702,-0.04177,2.35464,0.02406
0.4716,-0.04177,2.33014,0.01980
0.4736,-0.04070,2.30670,0.01287
0.4762,-0.04816,2.28540,0.00861
0.4848,-0.04763,2.26090,0.01127
0.4863,-0.05562,2.22894,0.00222
0.4863,-0.05828,2.19751,0.01820
0.4878,-0.05402,2.17195,0.02619
0.4892,-0.05349,2.14212,0.02512
0.4921,-0.04656,2.11016,0.02619
0.4938,-0.04603,2.06382,0.02672
0.4962,-0.03644,2.02494,0.03045
0.5048,-0.03644,1.99671,0.02992
0.5063,-0.03431,1.95783,0.03844
0.5063,-0.03644,1.91096,0.04270
0.5076,-0.03804,1.88486,0.04856
0.5091,-0.03804,1.85609,0.05229
0.5110,-0.03271,1.82147,0.06400
0.5133,-0.03431,1.80549,0.07359
0.5161,-0.03804,1.79484,0.08211
0.5247,-0.03591,1.77886,0.09277
0.5260,-0.04443,1.78472,0.10661
0.5260,-0.04390,1.79005,0.13484
0.5287,-0.04550,1.81508,0.16201
0.5304,-0.04869,1.84811,0.17266
0.5316,-0.05189,1.89231,0.18864
0.5334,-0.04709,1.93439,0.19237
0.5361,-0.04017,1.95836,0.19556
0.5450,-0.03325,1.97061,0.18491
0.5466,-0.02792,1.96475,0.17532
0.5466,-0.01940,1.95889,0.16893
0.5488,-0.01887,1.94931,0.16680
0.5493,-0.02100,1.92960,0.16414
0.5509,-0.02206,1.90030,0.16574
0.5531,-0.00661,1.86302,0.16307
0.5558,-0.00502,1.80976,0.16787
0.5656,0.01309,1.75809,0.16414
0.5661,0.02321,1.70429,0.16574
0.5661,0.03546,1.64411,0.17373
0.5687,0.04345,1.58658,0.17639
0.5701,0.05091,1.52799,0.18811
0.5713,0.06103,1.47793,0.20355
0.5733,0.06209,1.42306,0.21421
0.5756,0.06582,1.37992,0.23072
0.5845,0.06849,1.33838,0.24350
0.5860,0.06902,1.31494,0.26427
0.5860,0.07168,1.28991,0.26534
0.5874,0.06742,1.26381,0.27812
0.5886,0.07115,1.24517,0.27493
0.5905,0.07008,1.22493,0.27652
0.5930,0.06263,1.20841,0.27919
0.5955,0.06636,1.17859,0.26800
0.6041,0.07221,1.15355,0.27493
0.6056,0.07221,1.13385,0.27919
0.6056,0.07807,1.10775,0.28771
0.6074,0.07594,1.08484,0.31008
0.6087,0.06795,1.04277,0.32553
0.6104,0.06582,0.99962,0.33032
0.6128,0.07541,0.95861,0.33565
0.6155,0.09086,0.93251,0.31541
0.6241,0.10204,0.90801,0.27759
0.6259,0.12175,0.87978,0.25043
0.6269,0.13719,0.85900,0.22592
0.6294,0.14678,0.83717,0.20142
0.6310,0.15797,0.82279,0.19024
0.6336,0.16542,0.79882,0.18385
0.6352,0.16010,0.78816,0.18544
0.6364,0.15211,0.76792,0.17532
0.6454,0.12974,0.76100,0.16946
0.6454,0.10683,0.75301,0.16840
0.6454,0.09725,0.74609,0.15615
0.6480,0.09032,0.72159,0.15295
0.6493,0.09725,0.68910,0.14337
0.6505,0.09192,0.65288,0.14283
0.6528,0.10524,0.59642,0.13325
0.6553,0.11269,0.53836,0.13591
0.6640,0.12441,0.48403,0.13644
0.6655,0.13027,0.42171,0.14070
0.6655,0.13560,0.36579,0.15189
0.6671,0.13666,0.31785,0.14922
0.6684,0.13080,0.27311,0.15988
0.6700,0.11855,0.21559,0.17106
0.6726,0.11269,0.17404,0.17319
0.6762,0.10151,0.13782,0.17053
0.6840,0.09352,0.10640,0.17586
0.6854,0.08606,0.08349,0.17799
0.6854,0.08020,0.07231,0.17852
0.6871,0.07115,0.06805,0.17745
0.6881,0.06316,0.07710,0.18704
0.6901,0.06263,0.08882,0.19183
0.6927,0.05038,0.09947,0.20888
0.6951,0.04718,0.11385,0.20835
0.7041,0.04931,0.12291,0.22752
0.7054,0.04718,0.13676,0.23871
0.7054,0.04558,0.15380,0.24670
0.7070,0.05304,0.16818,0.25255
0.7082,0.05570,0.17724,0.26001
0.7102,0.06209,0.18469,0.26640
0.7123,0.07488,0.18629,0.26587
0.7150,0.06529,0.18469,0.26747
0.7234,0.06635,0.19108,0.27333
0.7252,0.05517,0.18895,0.27013
0.7252,0.04345,0.18789,0.26534
0.7267,0.03759,0.16871,0.25895
0.7280,0.02374,0.16978,0.25948
0.7297,0.01149,0.14528,0.25788
0.7323,0.00563,0.13036,0.24829
0.7350,-0.00076,0.11545,0.24137
0.7437,-0.01727,0.09201,0.22965
0.7452,-0.03058,0.06698,0.20622
0.7452,-0.05455,0.03236,0.18704
0.7473,-0.06680,-0.00226,0.17213
0.7473,-0.08278,-0.03742,0.15934
0.7495,-0.10036,-0.06724,0.14177
0.7520,-0.13019,-0.10559,0.13165
0.7546,-0.14510,-0.13915,0.12313
0.7635,-0.17067,-0.17590,0.11141
0.7649,-0.19197,-0.21425,0.10289
0.7649,-0.21008,-0.26804,0.09916
0.7663,-0.22926,-0.31225,0.09543
0.7679,-0.24470,-0.36072,0.09223
0.7695,-0.26867,-0.41186,0.09277
0.7720,-0.28731,-0.45340,0.09649
0.7747,-0.30116,-0.50347,0.10022
0.7834,-0.31075,-0.55833,0.10661
0.7847,-0.31448,-0.61159,0.11727
0.7847,-0.32513,-0.67870,0.12419
0.7875,-0.32460,-0.72558,0.14017
0.7889,-0.32193,-0.77724,0.15988
0.7904,-0.31980,-0.82305,0.17159
0.7920,-0.32140,-0.86992,0.18438
0.7944,-0.32460,-0.91200,0.19663
0.8030,-0.32406,-0.94342,0.20249
0.8044,-0.31608,-0.97911,0.19290
0.8061,-0.31821,-1.00254,0.19343
0.8061,-0.32406,-1.03237,0.18438
0.8082,-0.32406,-1.05634,0.16307
0.8096,-0.32460,-1.08137,0.13964
0.8120,-0.33205,-1.09203,0.11407
0.8171,-0.33418,-1.09256,0.09969
0.8234,-0.33312,-1.08883,0.06986
0.8247,-0.32034,-1.02758,0.06667
0.8247,-0.31181,-0.83583,0.08478
0.8273,-0.31394,-0.78417,0.07998
0.8289,-0.30382,-0.72185,0.10874
0.8303,-0.30382,-0.57697,0.21793
0.8318,-0.32193,-0.44754,0.32712
0.8344,-0.34644,-0.33729,0.38039
