time,X_value,Y_value,Z_value
Started:,Apr 30 2020,13:45:25:617, 
0.0091,0.27978,-0.54217,-0.58247
0.0102,0.28085,-0.54111,-0.56915
0.0102,0.29043,-0.55815,-0.55530
0.0103,0.29949,-0.57200,-0.52867
0.0115,0.31440,-0.59490,-0.50630
0.0115,0.31760,-0.60928,-0.48766
0.0131,0.32932,-0.62633,-0.47807
0.0174,0.33091,-0.64124,-0.46742
0.0250,0.33251,-0.64710,-0.46209
0.0300,0.34050,-0.64923,-0.45463
0.0300,0.33464,-0.66042,-0.45517
0.0328,0.32825,-0.65775,-0.45730
0.0328,0.32505,-0.66947,-0.46103
0.0328,0.31547,-0.67799,-0.47008
0.0340,0.31653,-0.67799,-0.46582
0.0358,0.32399,-0.67959,-0.44931
0.0443,0.33731,-0.67959,-0.42747
0.0457,0.34636,-0.67054,-0.41948
0.0457,0.35648,-0.66734,-0.42481
0.0482,0.35755,-0.64177,-0.43226
0.0497,0.36553,-0.61514,-0.44877
0.0510,0.36980,-0.58478,-0.46209
0.0531,0.36820,-0.55762,-0.46795
0.0595,0.37139,-0.52140,-0.47274
0.0677,0.37619,-0.48838,-0.47168
0.0694,0.36713,-0.46494,-0.47115
0.0694,0.36447,-0.45482,-0.47700
0.0694,0.35701,-0.45855,-0.46582
0.0710,0.34689,-0.45056,-0.46901
0.0728,0.33411,-0.45269,-0.46955
0.0746,0.32399,-0.46494,-0.47913
0.0769,0.32719,-0.46760,-0.47594
0.0855,0.32719,-0.46707,-0.46688
0.0908,0.32133,-0.48092,-0.46049
0.0908,0.32505,-0.48039,-0.46262
0.0933,0.33251,-0.48145,-0.46209
0.0933,0.33038,-0.49104,-0.45836
0.0933,0.33198,-0.49583,-0.44718
0.0945,0.33624,-0.50009,-0.44931
0.0959,0.33837,-0.49796,-0.45144
0.1048,0.33890,-0.50009,-0.44718
0.1061,0.34103,-0.50648,-0.43919
0.1061,0.34636,-0.50382,-0.42907
0.1076,0.35488,-0.50542,-0.41415
0.1104,0.35595,-0.49370,-0.40457
0.1119,0.36074,-0.50063,-0.40190
0.1131,0.36127,-0.49264,-0.39711
0.1204,0.37406,-0.49636,-0.39498
0.1288,0.37885,-0.48838,-0.39604
0.1288,0.39376,-0.47879,-0.39498
0.1306,0.39536,-0.47772,-0.39178
0.1306,0.40282,-0.46547,-0.38539
0.1306,0.40495,-0.45109,-0.39658
0.1322,0.40282,-0.44576,-0.40244
0.1335,0.39270,-0.43991,-0.40883
0.1351,0.38737,-0.43298,-0.40936
0.1436,0.38045,-0.43618,-0.41628
0.1517,0.37619,-0.43085,-0.42214
0.1517,0.36074,-0.43032,-0.42161
0.1530,0.35755,-0.43138,-0.42907
0.1549,0.35169,-0.42925,-0.42960
0.1549,0.33890,-0.42606,-0.42907
0.1549,0.33997,-0.42180,-0.43546
0.1576,0.32452,-0.41381,-0.44185
0.1658,0.31920,-0.41168,-0.45037
0.1672,0.29736,-0.40315,-0.46369
0.1672,0.28830,-0.39783,-0.47913
0.1702,0.27232,-0.40156,-0.48446
0.1702,0.26647,-0.41221,-0.48872
0.1718,0.25208,-0.41700,-0.49085
0.1730,0.24463,-0.41594,-0.48446
0.1754,0.23983,-0.41700,-0.47860
0.1896,0.23344,-0.41754,-0.46103
0.1926,0.23238,-0.42180,-0.45091
0.1956,0.23344,-0.42979,-0.44451
0.1956,0.23557,-0.42712,-0.43706
0.1957,0.23184,-0.42925,-0.42161
0.1957,0.23451,-0.42233,-0.40936
0.1973,0.24037,-0.40582,-0.39977
0.1984,0.24356,-0.39356,-0.38646
0.2062,0.24942,-0.36853,-0.37847
0.2084,0.25581,-0.34350,-0.36675
0.2084,0.25794,-0.32592,-0.35610
0.2084,0.26913,-0.31101,-0.34545
0.2095,0.26860,-0.29982,-0.33905
0.2110,0.26966,-0.28810,-0.33746
0.2126,0.25848,-0.28118,-0.33213
0.2194,0.24836,-0.26733,-0.32627
0.2280,0.23611,-0.25987,-0.32680
0.2280,0.23025,-0.24603,-0.32734
0.2300,0.22758,-0.23324,-0.32094
0.2301,0.22492,-0.23431,-0.31349
0.2301,0.21693,-0.21726,-0.31136
0.2315,0.21214,-0.21300,-0.30283
0.2328,0.20468,-0.20235,-0.29751
0.2348,0.20361,-0.19702,-0.29698
0.2440,0.18710,-0.20182,-0.28845
0.2511,0.17858,-0.19543,-0.28313
0.2511,0.16846,-0.18264,-0.27887
0.2532,0.16633,-0.18797,-0.28153
0.2532,0.15461,-0.18797,-0.27514
0.2532,0.15195,-0.19223,-0.27247
0.2551,0.13970,-0.21087,-0.26715
0.2565,0.13704,-0.22312,-0.27727
0.2651,0.12265,-0.23750,-0.27514
0.2666,0.11467,-0.25721,-0.27993
0.2666,0.11040,-0.27053,-0.27247
0.2678,0.10881,-0.28544,-0.27461
0.2679,0.09975,-0.29236,-0.26821
0.2707,0.10082,-0.30355,-0.26022
0.2722,0.08803,-0.31101,-0.25596
0.2745,0.09656,-0.31846,-0.25277
0.2882,0.09709,-0.32059,-0.25437
0.2902,0.09336,-0.32965,-0.24211
0.2902,0.09496,-0.33551,-0.24318
0.2902,0.09815,-0.33231,-0.24318
0.2902,0.09975,-0.34137,-0.23785
0.2922,0.10188,-0.32965,-0.23040
0.2944,0.09549,-0.33178,-0.22454
0.2970,0.09016,-0.32379,-0.22667
0.3052,0.09283,-0.31740,-0.22614
0.3065,0.08324,-0.30568,-0.23466
0.3065,0.08697,-0.28651,-0.23199
0.3080,0.08004,-0.26573,-0.23732
0.3098,0.07632,-0.23484,-0.24211
0.3112,0.07312,-0.20075,-0.24797
0.3197,0.07205,-0.16613,-0.25916
0.3210,0.06140,-0.12778,-0.26768
0.3210,0.05022,-0.09210,-0.25969
0.3210,0.03637,-0.06813,-0.26395
0.3294,0.02092,-0.04043,-0.26875
0.3312,0.00601,-0.01806,-0.27301
0.3312,-0.01050,0.01124,-0.27780
0.3325,-0.02222,0.02668,-0.28473
0.3325,-0.03341,0.03520,-0.28845
0.3364,-0.04619,0.05225,-0.29005
0.3429,-0.05258,0.06237,-0.28952
0.3445,-0.06270,0.05065,-0.28153
0.3445,-0.06377,0.03574,-0.28632
0.3512,-0.07389,0.01124,-0.28526
0.3544,-0.06909,-0.01113,-0.27780
0.3544,-0.07176,-0.02924,-0.27354
0.3544,-0.07069,-0.04150,-0.27247
0.3560,-0.06590,-0.04469,-0.25809
0.3644,-0.06270,-0.05375,-0.25543
0.3659,-0.05578,-0.05588,-0.23998
0.3659,-0.05045,-0.05854,-0.23839
0.3675,-0.04406,-0.04469,-0.22933
0.3691,-0.03767,-0.05321,-0.22401
0.3706,-0.03500,-0.03936,-0.21761
0.3726,-0.02275,-0.03936,-0.20962
0.3742,-0.01849,-0.03777,-0.19897
0.3884,-0.02382,-0.02765,-0.19311
0.3905,-0.01796,-0.01753,-0.18299
0.3905,-0.01583,-0.01699,-0.17980
0.3905,-0.01690,-0.00634,-0.16648
0.3907,-0.00944,0.01656,-0.15849
0.3920,-0.00944,0.04266,-0.14944
0.3937,-0.00997,0.05544,-0.13932
0.3956,-0.00518,0.09060,-0.13452
0.4046,-0.00678,0.12788,-0.13506
0.4046,-0.00145,0.16410,-0.13346
0.4046,0.00175,0.21470,-0.13932
