time,X_value,Y_value,Z_value
Started:,Apr 22 2020,09:52:51:256, 
0.0148,0.82086,0.05528,-0.69827
0.0148,0.61736,0.09883,-0.29812
0.0148,0.03742,-0.00604,0.00450
0.0148,-0.60743,0.04103,-0.10286
0.0370,-0.96947,0.06392,0.05464
0.0370,-1.14260,0.18979,0.22200
0.0370,-1.28063,-0.05109,0.57155
0.0370,-1.18230,-0.35768,0.43027
0.0523,-1.73180,0.16038,0.17004
0.0523,-1.35664,0.13096,0.23275
0.0523,-0.77602,-0.12874,0.33737
0.0523,-0.68018,0.07714,0.21931
0.0741,-0.24752,0.15659,0.30211
0.0741,0.48837,-0.51289,0.24030
0.0741,0.15276,-0.45245,0.02318
0.0741,-0.39775,0.44630,-0.21800
0.0921,-0.28894,0.66637,-0.35287
0.0921,0.27183,0.19727,0.02767
0.0921,0.54386,-0.03074,0.01076
0.0921,0.40000,0.20985,-0.07796
0.1124,0.13854,0.43183,-0.14651
0.1124,-0.19376,0.45646,-0.14222
0.1124,-0.24766,0.34706,0.09552
0.1124,-0.34198,0.23116,0.28510
0.1363,-0.34303,0.23356,0.30224
0.1363,-0.46054,0.20110,0.24082
0.1363,-0.52889,0.20147,0.34781
0.1363,-0.52004,0.13177,0.28480
0.1531,-0.52138,0.14218,0.39524
0.1531,-0.53562,0.12518,0.41135
0.1531,-0.50181,0.07130,0.28754
0.1531,-0.48217,0.15764,0.31072
0.1749,-0.42912,0.05417,0.14110
0.1749,-0.34112,0.09398,0.04205
0.1749,-0.30157,0.09488,-0.01606
0.1749,-0.17685,-0.03234,-0.16609
0.1968,-0.15638,0.00996,-0.31510
0.1968,-0.10867,-0.03888,-0.28519
0.1968,-0.13134,0.11163,-0.20277
0.1968,-0.14527,0.04542,-0.04315
0.2121,-0.53865,0.27001,-0.04223
0.2121,-0.66479,0.27755,0.03553
0.2121,-0.38770,0.20399,0.15561
0.2121,-0.19928,0.07601,0.00969
0.2379,-0.26977,0.14254,-0.13256
0.2379,-0.15991,0.13834,-0.14720
0.2379,-0.12625,0.00493,-0.12617
0.2379,-0.09455,0.06945,-0.11071
0.2522,-0.05889,0.02528,-0.09410
0.2522,-0.13675,0.05050,-0.07443
0.2522,-0.18544,0.10369,-0.08296
0.2522,-0.13802,0.12392,-0.14059
0.2720,-0.15874,0.11010,-0.16115
0.2720,-0.13959,0.15771,-0.19658
0.2720,-0.07278,0.19875,-0.18861
0.2720,-0.02950,0.19490,-0.23535
0.2972,0.07279,0.20336,-0.32404
0.2972,0.10901,0.12724,-0.33634
0.2972,0.01612,0.05918,-0.33090
0.2972,-0.19172,0.14907,-0.34992
0.3107,-0.29013,0.24459,-0.32625
0.3107,-0.26651,0.15981,-0.26169
0.3107,-0.16784,0.14070,-0.20194
0.3107,-0.18452,0.14661,-0.29736
0.3349,-0.10801,0.10853,-0.31241
0.3349,-0.05996,0.05757,-0.30336
0.3349,-0.14972,0.00410,-0.19673
0.3349,-0.16661,0.12039,-0.11544
0.3512,-0.31427,0.24188,0.09408
0.3512,-0.45927,0.45022,0.08414
0.3512,-0.51715,0.47584,0.02103
0.3512,-0.53141,0.39843,-0.06232
0.3721,-0.60259,0.35165,-0.00419
0.3721,-0.56051,0.32328,-0.08498
0.3721,-0.33649,0.16293,-0.08339
0.3721,-0.15660,0.17423,-0.15364
0.3971,0.10764,0.11407,-0.21687
0.3971,0.24285,0.17723,-0.28936
0.3971,0.33210,0.12001,-0.35258
0.3971,0.32334,0.02876,-0.38125
0.4115,0.04174,0.03294,-0.29540
0.4115,-0.24265,0.03461,-0.31489
0.4115,-0.48326,0.11226,-0.23717
0.4115,-0.88858,0.04508,-0.07131
0.4365,-1.33646,0.15748,0.16601
0.4365,-1.61530,0.36823,0.22870
0.4365,-1.39858,0.39942,0.23665
0.4365,-1.27162,0.39894,0.16825
0.4507,-1.07124,0.45550,0.13640
0.4507,-0.67592,0.40165,0.12289
0.4507,-0.41074,0.38055,0.07427
0.4507,-0.05810,0.22225,0.00546
0.4703,0.23499,0.17866,-0.10488
0.4703,0.57901,0.18592,-0.29443
0.4704,0.57554,0.21307,-0.43292
0.4704,0.62821,0.20258,-0.57528
0.4906,0.68385,0.24634,-0.52370
0.4906,0.64494,0.26777,-0.40397
0.4906,0.60548,0.17847,-0.43947
0.4906,0.63543,0.16111,-0.40869
0.5106,0.56695,0.14204,-0.39094
0.5106,0.43324,0.03396,-0.35963
0.5106,0.16727,-0.14988,-0.24053
0.5106,-0.16832,-0.06508,-0.18079
0.5288,-0.24599,-0.02809,-0.04556
0.5288,-0.30878,-0.03332,-0.04863
0.5288,-0.33780,-0.01790,0.00350
0.5324,-0.36440,0.09157,-0.07176
0.5486,-0.39037,0.15161,-0.18238
0.5486,-0.31171,0.15591,-0.27299
0.5486,-0.27048,0.24692,-0.39432
0.5526,0.00883,0.32928,-0.49187
0.5702,0.23759,0.27782,-0.61898
0.5702,0.49783,0.31672,-0.68285
0.5702,0.77351,0.24671,-0.89988
0.5752,0.96947,0.30274,-1.05923
0.6096,1.10934,0.23705,-1.11800
0.6096,1.20043,0.15578,-1.13803
0.6096,1.27355,-0.03580,-1.12911
0.6096,1.10710,-0.14584,-1.09278
0.6293,0.89553,-0.22948,-1.00237
0.6293,0.78845,-0.09462,-0.98356
0.6293,0.69244,-0.09733,-1.07849
0.6293,0.61009,-0.07841,-1.14779
0.6488,0.53632,-0.07197,-1.14054
0.6488,0.46870,-0.10592,-1.12155
0.6488,0.28621,-0.01083,-1.06227
0.6488,0.12832,0.10111,-1.03471
0.6690,0.01215,0.17568,-0.95061
0.6690,0.03946,0.30083,-0.92569
0.6690,-0.05406,0.33694,-0.92073
0.6690,-0.06497,0.24738,-0.72977
0.6888,-0.04151,0.18623,-0.61207
0.6888,-0.11141,0.19830,-0.41549
0.6888,-0.08834,0.15416,-0.34397
0.6888,-0.05299,0.08152,0.03874
0.7089,-0.06364,0.02842,0.09217
0.7089,-0.08675,0.00975,0.09007
0.7089,-0.09576,0.01124,-0.03001
0.7089,-0.11839,0.01241,-0.03931
0.7288,-0.08014,-0.09197,-0.00859
0.7288,-0.02294,-0.11591,-0.01722
0.7288,-0.07637,-0.00923,-0.13844
0.7288,-0.16714,0.07975,-0.16413
0.7489,-0.25247,0.16904,-0.23306
0.7489,-0.37762,0.23369,-0.19926
0.7489,-0.71580,0.25459,-0.18364
0.7489,-0.78587,0.24687,-0.08540
0.7689,-0.80968,0.22385,-0.05996
0.7689,-0.90561,0.23912,0.02661
0.7689,-0.83142,0.25883,0.14343
0.7689,-0.69597,0.13474,0.20510
0.7887,-0.50567,0.06863,0.25108
0.7887,-0.35383,-0.10852,0.49973
0.7887,-0.14262,-0.25633,0.57863
0.7887,-0.04082,-0.43600,0.59350
0.8079,0.26738,-0.58663,0.78310
0.8079,0.34914,-0.56087,0.82209
0.8079,0.17328,-0.51758,0.82858
0.8079,0.13029,-0.19461,0.83360
0.8280,0.17655,-0.01477,0.59935
0.8280,0.12206,0.09017,0.62395
0.8280,-0.66656,0.48950,0.48180
0.8280,-0.31392,0.22873,0.48017
0.8482,-0.47176,0.10352,0.35886
