time,X_value,Y_value,Z_value
Started:,Apr 15 2020,10:10:34:354, 
0.0192,0.20121,0.03338,0.26157
0.0192,0.14252,0.22744,0.38645
0.0192,0.08309,0.15384,0.76159
0.0192,-0.23960,0.11853,0.73715
0.0374,-0.92494,0.70158,0.65416
0.0374,-1.05393,0.49191,0.48689
0.0374,-1.28490,0.70556,0.29047
0.0374,-0.99969,0.61120,0.33024
0.0571,-0.45415,0.34967,0.04809
0.0571,0.03839,0.34708,-0.35973
0.0571,0.69101,-0.00448,-0.80459
0.0571,1.02192,-0.06711,-1.04098
0.0767,1.19913,0.00571,-1.12549
0.0767,1.08722,0.03095,-1.11773
0.0767,0.67391,0.29712,-0.74518
0.0767,0.10446,0.68186,-0.38065
0.0968,-0.25171,0.84789,-0.07484
0.0968,-0.48332,0.86436,0.12126
0.0968,-0.51616,0.68683,0.33885
0.0968,-0.50866,0.38515,0.67658
0.1165,-0.55354,0.13105,0.91524
0.1165,-0.67736,-0.02462,1.09451
0.1165,-0.57256,-0.13672,1.19770
0.1165,-0.60846,-0.32791,0.99565
0.1364,-0.34459,-0.42838,0.73928
0.1364,-0.04439,-0.48093,0.35025
0.1364,0.21865,-0.38566,0.02758
0.1364,0.39407,-0.34438,-0.24946
0.1565,0.69066,-0.25748,-0.51768
0.1565,0.87108,-0.16814,-0.68796
0.1565,0.92080,-0.03534,-0.84038
0.1565,0.91915,-0.00435,-0.72159
0.1762,0.74256,0.14164,-0.64996
0.1762,0.59636,0.23124,-0.59889
0.1763,0.35794,0.22977,-0.51603
0.1763,0.16610,0.11680,-0.24278
0.1962,0.15798,-0.00368,0.07442
0.1962,0.29471,-0.13333,0.36183
0.1962,0.37777,-0.19859,0.55064
0.1962,0.47412,-0.32962,0.58234
0.2163,0.41335,-0.31491,0.41160
0.2163,0.21399,-0.02652,0.33595
0.2163,0.17254,0.28636,0.23565
0.2163,0.13958,0.44205,0.13543
0.2359,0.12601,0.57706,-0.04814
0.2359,0.16766,0.64859,-0.29488
0.2359,0.30226,0.57608,-0.55788
0.2359,0.64023,0.50348,-0.84215
0.2562,0.99600,0.29075,-1.09445
0.2562,1.37065,0.12453,-1.19571
0.2562,1.58527,-0.08321,-1.16050
0.2562,1.69943,-0.26455,-0.95782
0.2776,1.70442,-0.48513,-0.66307
0.2776,1.61570,-0.52639,-0.71509
0.2776,1.20730,-0.53277,-0.66334
0.2776,0.79351,-0.40922,-0.57398
0.2958,0.48189,-0.05894,-0.39688
0.2958,0.22774,0.36572,-0.24716
0.2958,-0.66185,1.01820,-0.05175
0.2958,-1.61833,1.10869,-0.14031
0.3156,-1.18768,0.54554,-0.21482
0.3156,-1.29724,0.30254,0.21788
0.3156,-1.70605,0.16825,0.42758
0.3156,-1.75890,0.11389,0.17956
0.3355,-1.56700,0.06084,0.04815
0.3355,-1.27419,-0.05781,-0.00409
0.3355,-0.83078,-0.21416,-0.07492
0.3355,-0.29870,-0.44912,-0.09604
0.3552,0.18225,-0.63081,-0.11514
0.3552,0.69753,-0.92776,0.26677
0.3552,1.09545,-0.96616,0.30463
0.3552,0.54109,-0.18459,0.34271
0.3753,0.57967,-0.68579,-0.03698
0.3753,1.68065,-1.34108,0.14473
0.3753,1.15760,-0.78034,0.07861
0.3753,0.49872,-0.56232,0.26674
0.3952,-0.04739,-0.22117,-0.05960
0.3952,-0.55566,0.29264,-0.19765
0.3952,-0.79844,0.67049,-0.31891
0.3952,-0.77620,1.07322,-0.34529
0.4192,-1.12035,1.14540,-0.48622
0.4192,-1.44127,1.25313,-0.27185
0.4192,-1.81612,1.37684,-0.12823
0.4192,-2.09903,1.43362,-0.22066
0.4352,-2.34668,1.45666,-0.02929
0.4352,-2.41217,1.48832,-0.00326
0.4352,-2.38637,1.49244,0.06739
0.4352,-2.28874,1.28008,0.10500
0.4554,-2.63138,1.56034,-0.12200
0.4554,-2.95391,2.49920,-0.35152
0.4554,-2.60735,2.52170,-0.86487
0.4554,-1.07340,1.47631,-0.37993
0.4763,-0.33938,0.57467,-0.01760
0.4763,0.03386,-0.19797,0.18774
0.4763,0.24605,-0.99028,0.42432
0.4763,0.37787,-1.29359,0.68728
0.4949,0.38203,-1.45717,0.85371
0.4949,0.31006,-1.49147,0.98768
0.4949,0.07439,-1.13364,1.03897
0.4949,-0.11272,-0.83688,0.96076
0.5144,-0.36628,-0.37665,0.63161
0.5144,-0.48067,0.01485,0.05832
0.5144,-0.58088,0.54806,-0.53678
0.5144,-0.59006,0.68263,-0.84367
0.5344,-0.54660,0.67526,-0.73473
0.5344,-0.40752,0.64321,-0.33716
0.5344,-0.28049,0.42883,-0.02774
0.5344,-0.26910,0.21666,0.21697
0.5552,-0.26759,-0.21994,0.26374
0.5552,-0.16221,-0.36499,0.36698
0.5552,-0.11362,-0.51788,0.29935
0.5552,0.06625,-0.56408,0.14351
0.5744,0.21593,-0.55673,-0.07527
0.5744,0.36364,-0.39107,-0.18585
0.5744,0.42531,-0.15244,-0.39532
0.5744,0.52002,0.02137,-0.46137
0.5943,0.63931,0.17753,-0.29921
0.5943,0.76292,0.27686,-0.34966
0.5943,0.82758,0.25428,-0.29352
0.5943,1.06233,0.15022,-0.22346
0.6137,1.36379,0.08113,-0.29126
0.6137,1.61742,0.18332,-0.44546
0.6137,1.94433,0.07993,-0.59876
0.6137,2.04155,0.05454,-0.85590
0.6341,1.99935,-0.04134,-0.96493
0.6341,1.84596,-0.15022,-0.95518
0.6341,1.58240,-0.38239,-0.78674
0.6341,1.31649,-0.48541,-0.51627
0.6560,1.00084,-0.50991,-0.17357
0.6560,0.73558,-0.53882,0.11681
0.6560,0.42557,-0.44237,0.27754
0.6560,0.07613,-0.28316,0.21182
0.6740,-0.29513,-0.11512,0.05558
0.6740,-0.60370,0.15839,-0.01040
0.6740,-0.96868,0.37510,0.04463
0.6740,-1.23810,0.55304,0.09993
0.6977,-1.35659,0.58156,0.13614
0.6977,-1.36328,0.61115,-0.03892
0.6977,-1.27979,0.51188,-0.23273
0.6977,-0.98805,0.47352,-0.36906
0.7132,-0.69823,0.48719,-0.49424
0.7132,-0.35382,0.42609,-0.64733
0.7132,-0.03090,0.37277,-0.73632
0.7132,0.21884,0.34092,-0.78720
0.7361,0.42018,0.31233,-0.83100
0.7362,0.56078,0.22500,-0.83704
0.7362,0.71448,0.28121,-0.69536
0.7362,0.70472,0.27496,-0.40595
0.7572,0.61975,0.19677,-0.00154
0.7572,0.46070,0.18072,0.05352
0.7572,0.18581,0.09189,0.05088
0.7572,-0.08068,0.07150,-0.01191
0.7739,-0.30060,0.10949,-0.05098
0.7739,-0.50427,0.18082,-0.09785
0.7739,-0.57017,0.10929,-0.21776
0.7740,-0.55042,0.12325,-0.43871
0.7953,-0.52374,-0.00309,-0.60167
0.7953,-0.47725,-0.02150,-0.74611
0.7953,-0.42545,-0.14984,-0.74555
0.7953,-0.27049,-0.13234,-0.69185
0.8177,-0.18580,-0.06666,-0.54823
0.8177,-0.05468,-0.06730,-0.33110
0.8177,0.01057,0.03466,-0.20258
0.8177,0.06202,0.02543,-0.14198
0.8330,0.13133,-0.03012,-0.17051
0.8330,0.18341,0.08942,-0.10050
0.8330,0.18474,0.03167,-0.00960
0.8330,0.24734,0.11560,0.08032
0.8592,0.23275,0.14314,0.27764
0.8593,0.22868,0.21855,0.45773
0.8593,0.20446,0.23106,0.68118
0.8593,0.14794,0.29158,0.85405
0.8733,-0.03794,0.38796,0.93082
0.8733,-0.16353,0.41292,0.90630
0.8733,-0.22072,0.29889,0.54988
0.8733,-0.33449,0.32104,0.19187
0.8944,-0.34527,0.28042,0.02792
0.8945,-0.45880,0.33910,0.09190
0.8945,-0.38984,0.40912,0.09514
0.8945,-0.43100,0.44002,0.32420
0.9184,-0.47289,0.48438,0.45069
0.9184,-0.48869,0.38878,0.48214
0.9184,-0.57014,0.26264,0.33454
0.9184,-0.63929,0.15783,0.08615
0.9332,-0.67896,0.06974,-0.06011
0.9333,-0.77147,0.09736,-0.04309
0.9333,-0.73670,0.02599,-0.02692
0.9333,-0.62492,0.02884,0.06432
0.9581,-0.39141,0.02286,0.22683
0.9581,-0.26123,-0.00208,0.41242
0.9581,-0.15723,0.04049,0.48278
0.9581,0.02355,0.01222,0.48129
0.9725,0.08846,0.07326,0.42307
