time,X_value,Y_value,Z_value
Started:,Apr 23 2020,10:13:04:088, 
0.0074,-0.05489,0.06962,-0.13528
0.0074,-0.15017,0.03423,0.00330
0.0074,-0.44314,0.07062,0.12403
0.0074,-0.81665,-0.01194,0.25959
0.0272,-0.71959,-0.07132,0.51424
0.0272,-0.37286,-0.27827,0.32836
0.0272,-0.04954,-0.23632,0.21441
0.0272,-0.00690,-0.04340,0.09576
0.0464,0.15868,0.26312,-0.22515
0.0464,0.21364,0.41467,-0.52393
0.0464,0.35705,0.39017,-0.80367
0.0464,0.50536,0.37045,-0.78820
0.0659,0.55236,0.33427,-0.69840
0.0659,0.51714,0.17447,-0.56726
0.0659,0.46930,0.10318,-0.37288
0.0695,0.34018,0.09908,-0.24918
0.0855,0.25369,-0.01258,-0.10268
0.0855,0.32873,-0.00510,-0.09219
0.0855,0.28878,0.03114,0.01384
0.0895,0.35685,-0.01701,0.06268
0.1059,0.36692,-0.06747,0.10261
0.1059,0.24790,-0.10683,0.17762
0.1059,0.10579,-0.07962,0.13079
0.1099,-0.01756,-0.01261,0.14947
0.1260,-0.02756,0.06298,0.10576
0.1260,-0.02202,0.11043,0.10474
0.1260,-0.17501,0.29995,0.12871
0.1296,-0.31514,0.48040,-0.00383
0.1453,-0.27079,0.60336,-0.10307
0.1453,-0.18071,0.53831,-0.14081
0.1453,-0.10595,0.35007,-0.09331
0.1488,0.00058,0.18164,-0.05969
0.1650,0.12947,0.16811,-0.04686
0.1650,0.23573,0.08729,-0.03128
0.1650,0.35358,0.04870,-0.02258
0.1691,0.46896,0.02043,0.05115
0.1860,0.46937,0.07262,0.02039
0.1860,0.45877,0.14459,-0.06236
0.1860,0.46242,0.14357,-0.09349
0.1905,0.39360,0.14764,-0.14610
0.2058,0.34022,0.18995,-0.16853
0.2058,0.30728,0.14662,-0.25405
0.2058,0.21733,0.19224,-0.14652
0.2103,0.25485,0.09417,-0.17061
0.2258,0.29534,0.07347,-0.10065
0.2258,0.25005,0.10998,-0.00972
0.2258,0.22654,0.07374,0.00484
0.2298,0.15646,0.09134,-0.04571
0.2458,0.19921,0.04580,-0.07078
0.2458,0.15643,0.04547,-0.18850
0.2459,0.19059,0.02106,-0.15806
0.2498,0.16083,0.05771,-0.19847
0.2665,0.07768,0.11576,-0.15430
0.2666,0.07189,0.05506,-0.18660
0.2666,0.05750,0.08710,-0.19469
0.2717,-0.03717,0.20854,-0.12255
0.2866,-0.07119,0.14051,-0.07563
