time,X_value,Y_value,Z_value
Started:,Apr 23 2020,10:08:27:637, 
0.0146,-0.15601,0.30094,0.15753
0.0146,-0.12937,0.45338,0.08256
0.0146,0.01365,0.38548,0.08504
0.0146,-0.01721,0.33344,0.08958
0.0388,-0.03184,0.37897,-0.14724
0.0388,0.17557,0.79431,-0.52553
0.0388,0.18199,0.91164,-0.76265
0.0388,-0.74799,-0.45270,-0.25049
0.0537,-1.04449,-1.02585,0.31995
0.0537,-0.73084,-0.55560,0.39709
0.0537,-0.41073,0.20834,0.18430
0.0537,-0.16108,0.68526,-0.19553
0.0766,0.03363,0.46047,-0.36607
0.0766,-0.05671,0.27100,-0.36765
0.0766,-0.27173,0.28963,-0.37622
0.0766,-0.23545,0.43760,-0.30005
0.0920,-0.15258,0.43807,-0.28935
0.0920,0.05246,0.30244,-0.22248
0.0920,0.18473,0.09478,-0.16456
0.0920,0.30486,-0.05466,-0.00694
0.1126,0.31207,-0.09337,0.02899
0.1126,0.36877,-0.12156,0.00643
0.1126,0.43812,-0.13658,0.04375
0.1126,0.49809,-0.15100,0.05457
0.1367,0.57386,-0.20187,0.01352
0.1367,0.37836,-0.26616,-0.01179
0.1367,0.22153,-0.18204,0.08453
0.1367,-0.04389,-0.18431,0.09121
0.1543,-0.07970,-0.05270,0.05437
0.1543,-0.08950,0.06689,0.03716
0.1543,-0.09139,0.15664,-0.06350
0.1543,0.01356,0.27072,0.01895
0.1774,0.07572,0.25299,-0.00622
0.1774,0.25938,0.23949,0.05122
0.1774,0.12200,0.15317,0.11069
0.1774,-0.08093,0.23103,0.19670
0.1917,-0.31833,0.32119,0.12436
0.1917,-0.34573,0.36819,0.05527
0.1917,-0.13511,0.27083,0.08812
0.1917,0.07367,0.14820,0.07832
0.2125,0.13907,0.08849,0.06805
0.2125,0.15019,0.08997,0.11858
0.2125,0.16720,0.05980,0.11781
0.2125,0.17459,0.01010,0.17800
0.2367,0.16415,-0.02268,0.18401
0.2367,0.14030,0.00125,0.09930
0.2367,0.04700,-0.04963,0.13999
0.2367,0.08813,-0.06101,0.09403
0.2521,0.04234,-0.12340,-0.01100
0.2521,-0.07602,-0.04293,-0.06611
0.2521,-0.28379,0.00087,-0.15762
0.2521,-0.38122,0.10378,-0.10026
0.2756,-0.46266,0.18110,-0.06985
0.2756,-0.42003,0.15164,-0.00286
0.2757,-0.33830,0.16724,0.01536
0.2757,-0.35240,0.16687,0.00705
0.2911,-0.24546,0.28501,0.05236
0.2911,-0.17800,0.31179,0.02686
0.2911,-0.20172,0.46652,-0.04383
0.2911,-0.08528,0.37717,-0.01121
