time,X_value,Y_value,Z_value
Started:,Apr 23 2020,10:01:14:297, 
0.0084,0.43050,0.55268,-0.39442
0.0084,0.19565,0.57131,-0.07632
0.0084,0.09626,0.47282,0.09675
0.0084,-0.04097,0.28632,0.45043
0.0292,-0.26362,0.03957,0.49566
0.0292,-0.59657,-0.21327,0.66955
0.0292,-0.95476,-0.10522,0.80015
0.0292,-1.00919,0.37221,0.15993
0.0447,-0.70691,0.35705,-0.48340
0.0447,-0.56139,0.45040,-0.82966
0.0447,-0.10293,0.41544,-0.76293
0.0447,0.43933,0.21750,-0.26154
0.0693,0.58615,0.10161,-0.04268
0.0693,0.42046,0.19717,0.02906
0.0693,0.24493,0.26185,0.13438
0.0693,0.06582,0.29974,0.26979
0.0846,0.02700,0.23750,0.35893
0.0846,0.07515,0.08753,0.45246
0.0846,0.22671,0.04105,0.48105
0.0846,0.33122,-0.05213,0.37822
0.1056,0.19255,-0.12153,0.35827
0.1056,0.03830,-0.17802,0.22102
0.1056,-0.20096,-0.13352,0.07454
0.1056,-0.38736,-0.07538,-0.07895
0.1294,-0.58860,-0.05029,-0.11932
0.1294,-0.72294,0.03685,-0.15315
0.1294,-0.76278,0.13205,-0.05443
0.1294,-0.71741,0.08800,-0.04549
0.1445,-0.50246,-0.02168,-0.05944
0.1445,-0.35285,0.01081,-0.06500
0.1445,-0.26897,0.09156,-0.06607
0.1445,-0.14549,0.11978,-0.17412
0.1680,0.07495,0.21225,-0.16476
0.1680,0.25980,0.19896,-0.13920
0.1680,0.28798,0.16970,-0.11786
0.1680,0.40565,0.22108,-0.06774
0.1836,0.54572,0.21477,0.00213
0.1836,0.64591,0.16839,-0.03862
0.1836,0.66591,0.15199,0.00538
0.1836,0.56980,0.09257,0.02786
0.2046,0.25496,0.10103,0.06837
0.2047,0.06947,0.15427,-0.08093
0.2047,-0.02328,0.18135,-0.14997
0.2047,-0.11930,0.19640,-0.06618
0.2315,-0.10287,0.12098,-0.00853
0.2315,-0.18027,0.13404,-0.01164
0.2315,-0.23376,0.13527,0.02138
0.2315,-0.27303,0.16872,0.00439
0.2448,-0.21989,0.16616,0.04648
0.2448,-0.18227,0.11496,0.03639
0.2448,-0.09424,0.21459,-0.05289
0.2448,-0.03082,0.20741,0.06259
0.2703,-0.09182,0.16241,0.03610
0.2703,0.06753,0.29314,0.04272
0.2703,-0.01976,0.19835,0.04238
0.2703,-0.03015,0.13159,0.02493
0.2843,0.03084,0.13353,0.04451
0.2843,0.06762,0.20143,-0.01501
0.2843,0.06119,0.12443,-0.06687
0.2843,0.03287,0.11529,-0.00362
0.3031,-0.06050,0.11588,-0.07226
0.3032,-0.17231,0.12834,0.07288
0.3032,-0.26343,0.27372,-0.04469
0.3032,-0.26796,0.24643,-0.01438
0.3227,-0.23905,0.22780,-0.08394
0.3227,-0.21636,0.24608,0.02056
0.3227,-0.11966,0.14055,0.00351
0.3227,-0.07972,0.09265,0.06278
0.3439,-0.03930,0.16434,0.12336
0.3439,0.02063,0.15456,0.21618
0.3439,0.03690,0.14174,0.20319
0.3439,-0.05031,0.17761,0.12226
0.3671,-0.08351,0.14288,0.11065
0.3671,-0.20841,0.18611,0.16861
0.3671,-0.36060,0.12875,0.10261
0.3671,-0.41751,0.21189,0.06829
0.3826,-0.38832,0.17148,0.06797
0.3826,-0.45015,0.17413,0.12218
0.3826,-0.46757,0.10977,0.13221
0.3826,-0.49545,0.16088,0.10177
0.4023,-0.46137,0.12813,0.06372
0.4023,-0.46727,0.20438,-0.07386
0.4023,-0.44691,0.20722,-0.12175
0.4023,-0.30394,0.23764,-0.06710
0.4232,-0.24438,0.26438,-0.06893
0.4233,-0.13775,0.30912,-0.12252
0.4233,-0.00920,0.29959,-0.07301
0.4233,0.26393,0.21390,-0.06194
0.4421,0.40646,0.24052,-0.06386
0.4421,0.53350,0.18699,-0.09092
0.4421,0.59082,0.13570,-0.11503
0.4421,0.62341,0.17765,-0.05843
0.4623,0.57200,0.08629,-0.00915
0.4623,0.39121,0.17865,-0.00830
0.4623,0.19812,0.17611,-0.10089
0.4623,0.05731,0.20401,0.02293
0.4834,-0.13093,0.22937,0.04409
0.4834,-0.26883,0.23600,0.01837
0.4834,-0.36835,0.19682,0.03234
0.4834,-0.37685,0.11273,0.12306
0.5017,-0.45436,0.12552,0.16410
0.5017,-0.57940,0.14345,0.18972
0.5017,-0.56905,0.16470,0.17103
0.5017,-0.50647,0.20153,0.20104
0.5215,-0.49142,0.14129,0.26196
0.5215,-0.50040,0.13779,0.21766
0.5215,-0.55937,0.20902,0.08910
0.5217,-0.39563,0.26633,0.02692
0.5416,-0.25476,0.19869,0.05405
0.5416,-0.12933,0.12283,0.10145
0.5416,-0.07959,0.12451,0.09002
0.5416,0.01996,0.21819,0.01363
0.5621,0.05589,0.25385,-0.08685
0.5621,0.14411,0.32429,-0.13697
0.5621,0.25914,0.29771,-0.21423
0.5621,0.24633,0.33115,-0.12314
0.5814,0.29885,0.23421,0.02475
0.5814,0.13382,0.17376,-0.04728
0.5814,-0.05262,0.17630,-0.08088
0.5814,-0.13938,0.04708,-0.05111
0.6023,-0.20850,0.03296,-0.00515
0.6023,-0.18959,0.10743,-0.01328
0.6023,-0.07404,0.08460,0.12690
0.6023,-0.00847,0.05577,0.05674
0.6217,0.04240,0.01764,0.07848
0.6217,0.07521,-0.10475,0.08317
0.6217,0.29199,-0.48931,0.18923
0.6217,-0.34320,-0.17899,0.09826
0.6412,-0.70598,0.15588,-0.03912
0.6412,-0.57658,0.29787,-0.13195
0.6412,-0.35488,0.29155,-0.16321
0.6412,-0.21543,0.23456,-0.08262
0.6619,-0.14362,0.12632,-0.15184
0.6619,-0.03442,0.07822,-0.07263
0.6619,0.06810,0.03538,-0.08069
0.6619,0.01685,0.08669,-0.06349
0.6816,0.10018,0.10439,-0.10105
0.6816,0.09596,0.05408,-0.17490
0.6816,0.16140,0.15007,-0.21493
0.6816,0.11893,0.17861,-0.15065
0.7005,0.18185,0.20542,-0.20776
0.7005,0.16809,0.19056,-0.26543
0.7005,0.22390,0.17270,-0.18358
0.7005,0.19741,0.18238,-0.20068
0.7222,0.15960,0.20811,-0.19795
0.7222,0.12915,0.15119,-0.18557
0.7222,0.14829,0.17207,-0.20011
0.7222,0.08328,0.08587,-0.18491
0.7406,0.09436,0.12312,-0.16061
0.7406,0.06933,0.15589,-0.15515
0.7406,0.10878,0.11576,-0.15805
0.7406,0.02000,0.13584,-0.15047
0.7606,0.03089,0.08968,-0.12566
0.7606,0.05382,0.08880,-0.04587
0.7609,-0.06369,0.07859,-0.12379
0.7609,-0.06160,0.11673,-0.09957
0.7817,-0.08363,0.10651,-0.10940
0.7817,-0.06249,0.10830,-0.09572
0.7817,-0.12402,0.16182,-0.16247
0.7818,-0.12325,0.14313,-0.07765
0.8015,-0.16891,0.13380,-0.05756
0.8015,-0.11098,0.16415,-0.16497
0.8015,-0.09171,0.10319,-0.02211
0.8015,-0.09554,0.09808,-0.14362
0.8244,-0.09811,0.15089,-0.02039
0.8244,-0.03415,0.21748,-0.02628
0.8244,-0.05240,0.25064,-0.13619
0.8244,-0.07519,0.12841,-0.13794
0.8404,-0.10998,0.16942,-0.14657
0.8404,-0.10494,0.17455,-0.11029
0.8404,-0.12724,0.19785,-0.09366
0.8404,-0.10829,0.15013,-0.05519
0.8598,-0.09844,0.20060,-0.09806
0.8598,-0.10053,0.12907,-0.08853
0.8598,-0.08693,0.09886,-0.10489
0.8598,-0.08524,0.12839,-0.18010
0.8800,-0.03481,0.09205,-0.14887
0.8800,-0.05389,0.14467,-0.12101
0.8800,-0.07973,0.08444,-0.10778
0.8800,-0.09639,0.07047,-0.08337
0.9002,-0.06199,0.14041,-0.17653
0.9002,-0.09050,0.11458,-0.14263
0.9002,-0.02643,0.09621,-0.13480
0.9002,-0.00389,0.03884,-0.14441
0.9203,-0.00923,0.07266,-0.13171
0.9203,0.03882,0.10185,-0.15176
0.9203,-0.02505,0.10768,-0.15660
0.9203,0.07895,0.09912,-0.12028
0.9391,0.08762,0.16071,-0.16258
0.9391,0.01911,0.07280,-0.14738
0.9391,0.06582,0.13222,-0.18414
0.9391,0.07369,0.12891,-0.16971
0.9607,0.05053,0.16168,-0.15749
0.9607,0.09420,0.18940,-0.11821
0.9607,0.06062,0.17615,-0.11929
0.9607,0.05715,0.10432,-0.13065
0.9802,0.03055,0.18346,-0.14257
0.9802,0.11544,0.15155,-0.17212
0.9803,0.06499,0.14183,-0.21111
0.9803,0.06747,0.17603,-0.15135
0.9986,0.08728,0.15970,-0.14874
0.9986,0.08657,0.21775,-0.09739
0.9986,0.05484,0.16470,-0.11287
1.0022,0.07941,0.15363,-0.11628
1.0199,0.08013,0.16432,-0.10748
1.0199,0.10455,0.15661,-0.10504
1.0199,0.05758,0.14838,-0.12005
1.0232,0.06641,0.16351,-0.12768
1.0382,0.13825,0.16696,-0.12040
1.0382,0.12017,0.14988,-0.12705
1.0382,0.06880,0.13839,-0.15954
1.0421,0.10237,0.15877,-0.07303
1.0597,0.08771,0.16732,-0.09250
1.0597,0.09157,0.14032,-0.09855
1.0597,0.07453,0.15466,-0.15494
1.0622,0.02458,0.13242,-0.10760
1.0793,0.04322,0.12750,-0.11811
1.0793,0.02371,0.09087,-0.03529
1.0793,0.04455,0.13181,-0.11372
1.0826,0.05526,0.10970,-0.07577
1.0987,0.05313,0.10711,-0.04184
1.0987,0.06940,0.17277,-0.03440
1.0987,-0.04605,0.13970,-0.05514
1.1023,0.03256,0.18015,-0.05813
1.1211,-0.03398,0.20537,-0.06977
1.1211,-0.04763,0.20656,-0.02136
1.1211,-0.02979,0.18413,-0.04398
1.1213,-0.07067,0.20493,-0.01298
1.1379,-0.08610,0.21283,-0.02635
1.1379,-0.11991,0.23573,-0.02070
1.1379,-0.12214,0.16398,-0.00081
1.1421,-0.12320,0.21538,0.02210
1.1592,-0.09853,0.22078,-0.06772
1.1592,-0.10380,0.22855,-0.00876
1.1592,-0.13226,0.25026,-0.02096
